Pressure1,Pressure2,Pressure3,predicted_position1,predicted_position2,predicted_position3
28,14,-20,-0.043551415,-0.04533276,0.1754979
30,14,-20,-0.04507009,-0.04513761,0.17527238
32,14,-20,-0.046559915,-0.044822752,0.175105
34,14,-20,-0.04802075,-0.044608995,0.17487265
-20,16,-20,0.025925186,-0.04398484,0.16247426
-18,16,-20,0.021969464,-0.04443306,0.16412416
-16,16,-20,0.017756002,-0.044965252,0.165823
-14,16,-20,0.013580537,-0.04546601,0.16735373
-12,16,-20,0.009439134,-0.045858786,0.16880035
-10,16,-20,0.005343357,-0.046252575,0.17025504
-8,16,-20,0.001683476,-0.046654433,0.1713696
-6,16,-20,-0.001480169,-0.04673355,0.17224799
-4,16,-20,-0.004509497,-0.04654889,0.17290705
-2,16,-20,-0.00770571,-0.046308212,0.17352673
0,16,-20,-0.010857657,-0.046131376,0.17398998
2,16,-20,-0.013976539,-0.046113547,0.17459835
4,16,-20,-0.016995225,-0.04592983,0.17518416
6,16,-20,-0.0200011,-0.045732707,0.17576708
8,16,-20,-0.022944478,-0.045550745,0.176348
10,16,-20,-0.025478913,-0.04544054,0.1768757
12,16,-20,-0.027273307,-0.045545742,0.17710492
14,16,-20,-0.02921991,-0.045681093,0.17712943
16,16,-20,-0.031375147,-0.04587889,0.17689511
18,16,-20,-0.033530384,-0.046076693,0.17666079
20,16,-20,-0.035544284,-0.04636661,0.1764331
22,16,-20,-0.03746613,-0.046641745,0.17620811
24,16,-20,-0.03928558,-0.046981268,0.17597802
26,16,-20,-0.04111391,-0.0474612,0.17570294
28,16,-20,-0.042714912,-0.047731575,0.17541714
30,16,-20,-0.044250317,-0.047390196,0.17530344
32,16,-20,-0.045726705,-0.04707149,0.17516746
34,16,-20,-0.047040336,-0.046787053,0.17507656
-20,18,-20,0.026743181,-0.045708045,0.16195515
-18,18,-20,0.022715688,-0.04614666,0.16366734
-16,18,-20,0.018481908,-0.046699114,0.16534787
-14,18,-20,0.014303532,-0.04718639,0.16687202
-12,18,-20,0.010162125,-0.04757918,0.16831864
-10,18,-20,0.006020718,-0.047971956,0.16976528
-8,18,-20,0.00228421,-0.048320293,0.1708664
-6,18,-20,-0.000838938,-0.04827014,0.17176566
-4,18,-20,-0.003736429,-0.048114203,0.17251012
-2,18,-20,-0.00666398,-0.047955345,0.17325324
0,18,-20,-0.009918568,-0.047966395,0.1739584
2,18,-20,-0.012985499,-0.04797925,0.17454192
4,18,-20,-0.015902186,-0.047843836,0.17509386
6,18,-20,-0.018878585,-0.047702238,0.17565836
8,18,-20,-0.021759965,-0.04759398,0.17621104
10,18,-20,-0.024335135,-0.047473,0.17667717
12,18,-20,-0.02650979,-0.047412477,0.177003
14,18,-20,-0.028435247,-0.047557388,0.17700823
16,18,-20,-0.03054445,-0.047704037,0.17685024
18,18,-20,-0.032697454,-0.04788776,0.17664197
20,18,-20,-0.034685295,-0.04818247,0.17644857
22,18,-20,-0.036619492,-0.0484318,0.17624816
24,18,-20,-0.038594037,-0.048846524,0.17594948
26,18,-20,-0.040429078,-0.049299024,0.17569143
28,18,-20,-0.042033557,-0.049566083,0.1755658
30,18,-20,-0.043376405,-0.04953627,0.17552565
32,18,-20,-0.044650402,-0.049305312,0.17545256
34,18,-20,-0.045882415,-0.04901835,0.17539765
-20,20,-20,0.027561167,-0.047431257,0.16143605
-18,20,-20,0.023461906,-0.047860265,0.16321051
-16,20,-20,0.01920782,-0.04843298,0.16487275
-14,20,-20,0.01502652,-0.048906777,0.16639031
-12,20,-20,0.010885116,-0.049299564,0.16783693
-10,20,-20,0.00674371,-0.049692348,0.16928355
-8,20,-20,0.003086148,-0.049916953,0.17036784
-6,20,-20,1.40E-05,-0.04981399,0.17128329
-4,20,-20,-0.002927166,-0.049676653,0.17209002
-2,20,-20,-0.005930073,-0.04964789,0.17293139
0,20,-20,-0.00891567,-0.049683165,0.17381549
2,20,-20,-0.012005298,-0.049703766,0.17445569
4,20,-20,-0.01496164,-0.049568973,0.17503895
6,20,-20,-0.017908761,-0.049428422,0.17563842
8,20,-20,-0.02080477,-0.049312793,0.17613152
10,20,-20,-0.02339024,-0.049234085,0.17657165
12,20,-20,-0.025808102,-0.049113605,0.17695905
14,20,-20,-0.028044833,-0.049147565,0.17697637
16,20,-20,-0.030050036,-0.04930141,0.17689782
18,20,-20,-0.031989723,-0.04949802,0.17682688
20,20,-20,-0.033855166,-0.049796328,0.17667937
22,20,-20,-0.035808317,-0.05025238,0.17636316
24,20,-20,-0.037760444,-0.050693326,0.17605293
26,20,-20,-0.039588362,-0.05104824,0.17587018
28,20,-20,-0.041213863,-0.051272046,0.17574349
30,20,-20,-0.04258261,-0.05125183,0.17576419
32,20,-20,-0.043640465,-0.051303614,0.17574099
34,20,-20,-0.044748843,-0.051203996,0.1757473
-20,22,-20,0.028317615,-0.049116127,0.16097927
-18,22,-20,0.024208132,-0.049573865,0.16275369
-16,22,-20,0.019933734,-0.050166845,0.16439763
-14,22,-20,0.015749512,-0.05062717,0.1659086
-12,22,-20,0.011608106,-0.051019948,0.16735522
-10,22,-20,0.007507712,-0.05132901,0.16877271
-8,22,-20,0.003982003,-0.05145676,0.16987331
-6,22,-20,0.000920306,-0.05135749,0.17083605
-4,22,-20,-0.002142063,-0.051319953,0.17184533
-2,22,-20,-0.00517466,-0.051360693,0.17274225
0,22,-20,-0.008193372,-0.05139989,0.17364447
2,22,-20,-0.0110041,-0.05143862,0.17447713
4,22,-20,-0.013716595,-0.051333524,0.17514086
6,22,-20,-0.016745798,-0.0511807,0.17564818
8,22,-20,-0.019631624,-0.0510854,0.17613398
10,22,-20,-0.022295585,-0.05102448,0.17660247
12,22,-20,-0.024967315,-0.050917313,0.17683935
14,22,-20,-0.027495792,-0.050812405,0.17692989
16,22,-20,-0.029652074,-0.050876383,0.17693494
18,22,-20,-0.031526417,-0.05108391,0.17688245
20,22,-20,-0.033332985,-0.051493734,0.17670836
22,22,-20,-0.03511111,-0.05190367,0.17654586
24,22,-20,-0.036935724,-0.052267544,0.17636259
26,22,-20,-0.03863644,-0.052575663,0.17621405
28,22,-20,-0.040279765,-0.052844543,0.17609574
30,22,-20,-0.041662663,-0.052867748,0.17613341
32,22,-20,-0.042873003,-0.052847255,0.17612848
34,22,-20,-0.043852724,-0.05295723,0.17615499
-20,24,-20,0.029076166,-0.050789766,0.16056336
-18,24,-20,0.024963347,-0.05130532,0.1623423
-16,24,-20,0.020703726,-0.051900253,0.16402124
-14,24,-20,0.01653496,-0.052342553,0.16555858
-12,24,-20,0.012410474,-0.052733984,0.16704087
-10,24,-20,0.008362421,-0.052969366,0.16846886
-8,24,-20,0.004983502,-0.05299698,0.16959344
-6,24,-20,0.001867553,-0.052943423,0.17067702
-4,24,-20,-0.001331789,-0.053033356,0.17175017
-2,24,-20,-0.004364385,-0.053074095,0.17264709
0,24,-20,-0.007396985,-0.05311484,0.173544
2,24,-20,-0.010294469,-0.053144354,0.17441775
4,24,-20,-0.012945245,-0.05307082,0.17502622
6,24,-20,-0.015624253,-0.052932415,0.17561705
8,24,-20,-0.018417142,-0.05285353,0.1760995
10,24,-20,-0.021079909,-0.05280723,0.1764869
12,24,-20,-0.02381963,-0.052714836,0.17670359
14,24,-20,-0.026512556,-0.052608278,0.1769239
16,24,-20,-0.02899476,-0.052549068,0.17702697
18,24,-20,-0.030947665,-0.05287934,0.1768751
20,24,-20,-0.03275265,-0.053261038,0.17670453
22,24,-20,-0.03450246,-0.05354967,0.17660874
24,24,-20,-0.0360897,-0.05380977,0.17658041
26,24,-20,-0.037640423,-0.054087613,0.17657284
28,24,-20,-0.039292216,-0.05436816,0.17644772
30,24,-20,-0.040684994,-0.054400753,0.17654628
32,24,-20,-0.04198969,-0.054377504,0.17667754
34,24,-20,-0.043090757,-0.05439438,0.1766961
-20,26,-20,0.029923704,-0.05245801,0.16035746
-18,26,-20,0.025793623,-0.05299674,0.1621177
-16,26,-20,0.02153271,-0.05363304,0.163777
-14,26,-20,0.017364427,-0.05405441,0.16530137
-12,26,-20,0.013263697,-0.054397345,0.16676679
-10,26,-20,0.009351934,-0.05453086,0.16817299
-8,26,-20,0.005966262,-0.054544795,0.16938634
-6,26,-20,0.002728673,-0.05464596,0.17054208
-4,26,-20,-0.000495829,-0.054746576,0.17163624
-2,26,-20,-0.003554118,-0.054787498,0.17255193
0,26,-20,-0.006643689,-0.054841664,0.17336662
2,26,-20,-0.009661967,-0.054889,0.17419225
4,26,-20,-0.012302981,-0.054792248,0.174879
6,26,-20,-0.01498179,-0.05465429,0.17546995
8,26,-20,-0.017394727,-0.054613307,0.17602924
10,26,-20,-0.019902792,-0.054514226,0.17632763
12,26,-20,-0.022567062,-0.05440397,0.17655855
14,26,-20,-0.02523162,-0.05428139,0.1768163
16,26,-20,-0.027826764,-0.054405607,0.1768853
18,26,-20,-0.030088386,-0.054649998,0.17690042
20,26,-20,-0.031821616,-0.05492989,0.17684379
22,26,-20,-0.03349616,-0.05516544,0.17680007
24,26,-20,-0.03510282,-0.05541942,0.17677316
26,26,-20,-0.03670947,-0.055673398,0.17674625
28,26,-20,-0.038308557,-0.055924542,0.1767387
30,26,-20,-0.03972942,-0.055909038,0.17703636
32,26,-20,-0.041087046,-0.055896264,0.17719917
34,26,-20,-0.042261843,-0.055878002,0.17727979
-20,28,-20,0.0307686,-0.05412093,0.16015588
-18,28,-20,0.0266239,-0.054688163,0.16189311
-16,28,-20,0.02236254,-0.05533869,0.16354565
-14,28,-20,0.018193893,-0.05576627,0.16504417
-12,28,-20,0.014127584,-0.056038927,0.16648513
-10,28,-20,0.01035112,-0.056081202,0.16794193
-8,28,-20,0.006895992,-0.05619104,0.16927907
-6,28,-20,0.003587377,-0.056350634,0.17040335
-4,28,-20,0.000349919,-0.056453805,0.17147368
-2,28,-20,-0.002824935,-0.056520008,0.17233977
0,28,-20,-0.005923658,-0.056576338,0.17314124
2,28,-20,-0.009016737,-0.056632034,0.17394488
4,28,-20,-0.011660709,-0.056513675,0.17473178
6,28,-20,-0.014321066,-0.05635585,0.17533995
8,28,-20,-0.016725538,-0.056274913,0.17580204
10,28,-20,-0.01896991,-0.056165148,0.17614083
12,28,-20,-0.021214373,-0.056051288,0.17647152
14,28,-20,-0.02385256,-0.056096666,0.176621
16,28,-20,-0.02648018,-0.056192543,0.17675027
18,28,-20,-0.02870119,-0.056341667,0.176828
20,28,-20,-0.03077253,-0.056470383,0.17690656
22,28,-20,-0.032422107,-0.056739725,0.1769123
24,28,-20,-0.03404671,-0.057021473,0.1769332
26,28,-20,-0.035674125,-0.057301514,0.1769582
28,28,-20,-0.037286416,-0.0575227,0.17706902
30,28,-20,-0.03871723,-0.057529412,0.17738259
32,28,-20,-0.040021565,-0.057486217,0.17766824
34,28,-20,-0.04122461,-0.0574569,0.17788517
-20,30,-20,0.031752534,-0.055806484,0.15994771
-18,30,-20,0.027454173,-0.056379586,0.16166854
-16,30,-20,0.023192056,-0.057016514,0.16331324
-14,30,-20,0.019029243,-0.05745453,0.16478895
-12,30,-20,0.015001196,-0.057671864,0.1662514
-10,30,-20,0.011326239,-0.057687942,0.16782163
-8,30,-20,0.007790624,-0.057870526,0.16912746
-6,30,-20,0.004412187,-0.058062024,0.17020229
-4,30,-20,0.001130172,-0.058174174,0.17119072
-2,30,-20,-0.002087399,-0.058255758,0.17210278
0,30,-20,-0.005203627,-0.058311004,0.17291586
2,30,-20,-0.008297048,-0.05836024,0.17372447
4,30,-20,-0.010994271,-0.058216397,0.17455585
6,30,-20,-0.013523164,-0.05801456,0.17525469
8,30,-20,-0.015908496,-0.05788983,0.17560074
10,30,-20,-0.01812339,-0.05777756,0.17594439
12,30,-20,-0.020372253,-0.057835594,0.17618166
14,30,-20,-0.022630867,-0.057922646,0.17640066
16,30,-20,-0.02502178,-0.05794745,0.17661144
18,30,-20,-0.027277233,-0.05799702,0.17677753
20,30,-20,-0.029455345,-0.058094904,0.17689735
22,30,-20,-0.031337574,-0.058297828,0.17699662
24,30,-20,-0.032962177,-0.05857956,0.17701752
26,30,-20,-0.0346568,-0.058817632,0.17714669
28,30,-20,-0.03623412,-0.059074227,0.177319
30,30,-20,-0.037706528,-0.059132773,0.17767437
32,30,-20,-0.039017946,-0.05909417,0.17801288
34,30,-20,-0.040228482,-0.059058256,0.1782909
-20,32,-20,0.03273414,-0.057488397,0.15975177
-18,32,-20,0.028422186,-0.058085274,0.16144215
-16,32,-20,0.024021162,-0.058687072,0.16307662
-14,32,-20,0.019881703,-0.059066303,0.16456588
-12,32,-20,0.01598222,-0.05925841,0.16609438
-10,32,-20,0.012243142,-0.05936349,0.16766816
-8,32,-20,0.008643634,-0.059551638,0.16887031
-6,32,-20,0.005204373,-0.05977402,0.16991507
-4,32,-20,0.001910421,-0.05989453,0.17090777
-2,32,-20,-0.001340845,-0.05999209,0.17185977
0,32,-20,-0.004461722,-0.06001845,0.17271818
2,32,-20,-0.007451908,-0.060035657,0.17357634
4,32,-20,-0.010150615,-0.05987486,0.1744167
6,32,-20,-0.012691477,-0.05962591,0.17505845
8,32,-20,-0.015076815,-0.05950117,0.17540452
10,32,-20,-0.01733086,-0.059550796,0.17564681
12,32,-20,-0.01958947,-0.05963785,0.17586581
14,32,-20,-0.021813054,-0.059665322,0.17612311
16,32,-20,-0.02380705,-0.059646513,0.1764433
18,32,-20,-0.025853276,-0.059652388,0.17672706
20,32,-20,-0.027996816,-0.059767433,0.17686789
22,32,-20,-0.030098783,-0.05990311,0.17703402
24,32,-20,-0.031944282,-0.060097504,0.1771991
26,32,-20,-0.033587415,-0.060342725,0.17735118
28,32,-20,-0.035164732,-0.060599316,0.17752351
30,32,-20,-0.036635876,-0.060667597,0.17787509
32,32,-20,-0.037988573,-0.060642675,0.1782451
34,32,-20,-0.039256748,-0.060617443,0.1785798
-20,34,-20,0.033655822,-0.059158266,0.1595779
-18,34,-20,0.02937444,-0.0597808,0.16123776
-16,34,-20,0.024985872,-0.060399543,0.16286604
-14,34,-20,0.0207195,-0.060697943,0.16440116
-12,34,-20,0.016917896,-0.060891613,0.16596006
-10,34,-20,0.013094714,-0.061048176,0.16735733
-8,34,-20,0.009478683,-0.06123358,0.16856775
-6,34,-20,0.006039422,-0.06145596,0.16961248
-4,34,-20,0.002712357,-0.061598912,0.17064105
-2,34,-20,-0.00045371,-0.061667405,0.17168197
0,34,-20,-0.003509826,-0.061683603,0.17259336
2,34,-20,-0.006511077,-0.061698273,0.17346255
4,34,-20,-0.009323605,-0.06152444,0.1742338
6,34,-20,-0.011869743,-0.061255176,0.17481284
8,34,-20,-0.014289474,-0.061265998,0.17511196
10,34,-20,-0.016548077,-0.061353046,0.17533097
12,34,-20,-0.018780973,-0.06139636,0.17557809
14,34,-20,-0.0209529,-0.061336007,0.17589183
16,34,-20,-0.022888985,-0.061330725,0.1762141
18,34,-20,-0.024797432,-0.061331887,0.17653736
20,34,-20,-0.026559029,-0.061438836,0.17683357
22,34,-20,-0.02870006,-0.061539598,0.17709184
24,34,-20,-0.0308795,-0.061628588,0.17737104
26,34,-20,-0.032518033,-0.06186783,0.17755567
28,34,-20,-0.03409535,-0.06212442,0.177728
30,34,-20,-0.03555893,-0.06219813,0.17807366
32,34,-20,-0.036943387,-0.062183835,0.17845617
34,34,-20,-0.03823089,-0.062155437,0.1787977
-20,-20,-18,0.000174156,0.00946829,0.16243885
-18,-20,-18,-0.004050107,0.009649194,0.16373517
-16,-20,-18,-0.007939653,0.009845153,0.1646343
-14,-20,-18,-0.011690831,0.010243106,0.16540165
-12,-20,-18,-0.015334213,0.010744543,0.16614996
-10,-20,-18,-0.018718977,0.011151522,0.16663912
-8,-20,-18,-0.022064073,0.011387524,0.16681156
-6,-20,-18,-0.025122024,0.011487768,0.16685736
-4,-20,-18,-0.028053535,0.011587718,0.16688973
-2,-20,-18,-0.03094488,0.011687071,0.16692553
0,-20,-18,-0.033852473,0.011785424,0.16697864
2,-20,-18,-0.036718234,0.011831488,0.16701151
4,-20,-18,-0.03959347,0.012013685,0.16682248
6,-20,-18,-0.04245693,0.012142217,0.16648051
8,-20,-18,-0.0452556,0.012181279,0.16613124
10,-20,-18,-0.04775514,0.012494715,0.16572805
12,-20,-18,-0.0500336,0.012548098,0.1652809
14,-20,-18,-0.0519683,0.0125852,0.16476806
16,-20,-18,-0.053767882,0.012644858,0.16426401
18,-20,-18,-0.055603903,0.012741607,0.16378182
20,-20,-18,-0.05732147,0.012930025,0.16324845
22,-20,-18,-0.059039045,0.013118445,0.16271509
24,-20,-18,-0.06076119,0.013298085,0.1621899
26,-20,-18,-0.062445384,0.01363772,0.16175522
28,-20,-18,-0.06388065,0.013938249,0.1613969
30,-20,-18,-0.06522859,0.014062818,0.1611563
32,-20,-18,-0.06646204,0.01408412,0.16092196
34,-20,-18,-0.06764705,0.014017,0.16076188
-20,-18,-18,0.002662699,0.005736091,0.16346684
-18,-18,-18,-0.001610909,0.005794089,0.16476616
-16,-18,-18,-0.005850017,0.005858059,0.16595389
-14,-18,-18,-0.009538236,0.006070865,0.16679896
-12,-18,-18,-0.013259705,0.006540342,0.16754748
-10,-18,-18,-0.016695445,0.007055591,0.16807328
-8,-18,-18,-0.020067869,0.007399751,0.16828226
-6,-18,-18,-0.02327309,0.007563283,0.1684004
-4,-18,-18,-0.026280377,0.007661862,0.16846412
-2,-18,-18,-0.029187974,0.007760217,0.16851723
0,-18,-18,-0.032095566,0.007858574,0.16857034
2,-18,-18,-0.03498249,0.007987835,0.16856849
4,-18,-18,-0.03788887,0.007812159,0.16856007
6,-18,-18,-0.040724035,0.007717117,0.16843857
8,-18,-18,-0.043392457,0.007885683,0.16814731
10,-18,-18,-0.045974307,0.008183064,0.16774222
12,-18,-18,-0.048493404,0.008345448,0.16734077
14,-18,-18,-0.05046622,0.008451105,0.1668615
16,-18,-18,-0.052351955,0.008548522,0.16637653
18,-18,-18,-0.054217402,0.00863587,0.1659039
20,-18,-18,-0.055980403,0.008824083,0.16538191
22,-18,-18,-0.057700478,0.008997306,0.16484325
24,-18,-18,-0.059443574,0.009045247,0.16426937
26,-18,-18,-0.061063156,0.009350869,0.16387628
28,-18,-18,-0.062472723,0.009513253,0.16365047
30,-18,-18,-0.06386215,0.009643616,0.16344415
32,-18,-18,-0.06505821,0.009571038,0.16327943
34,-18,-18,-0.06625951,0.009502023,0.16307846
-20,-16,-18,0.005036965,0.001846862,0.16441748
-18,-16,-18,0.000773351,0.001911152,0.16572255
-16,-16,-18,-0.003561807,0.001991151,0.16705135
-14,-16,-18,-0.007573851,0.002214652,0.16801299
-12,-16,-18,-0.011160408,0.002420015,0.16881092
-10,-16,-18,-0.014682368,0.002846815,0.16941518
-8,-16,-18,-0.018060446,0.003262935,0.16972569
-6,-16,-18,-0.02146471,0.003636312,0.16998664
-4,-16,-18,-0.02449775,0.003779974,0.17002913
-2,-16,-18,-0.027374001,0.003933108,0.17004973
0,-16,-18,-0.030257571,0.004028963,0.17009695
2,-16,-18,-0.03320213,0.003847134,0.17010982
4,-16,-18,-0.036113515,0.003662931,0.17010759
6,-16,-18,-0.038982227,0.003399485,0.17006943
8,-16,-18,-0.041646365,0.003586389,0.169857
10,-16,-18,-0.04435908,0.003844954,0.1696758
12,-16,-18,-0.04701821,0.004045814,0.16947074
14,-16,-18,-0.04897985,0.004296097,0.1689907
16,-16,-18,-0.050903592,0.004434688,0.16849728
18,-16,-18,-0.05280148,0.00453953,0.16801642
20,-16,-18,-0.05459152,0.004702682,0.16750708
22,-16,-18,-0.05637144,0.004760393,0.1669305
24,-16,-18,-0.058125954,0.004792406,0.16634884
26,-16,-18,-0.05964687,0.004929996,0.16613334
28,-16,-18,-0.061050724,0.005079047,0.16591899
30,-16,-18,-0.062407076,0.005117044,0.16580002
32,-16,-18,-0.06357855,0.005127026,0.16563174
34,-16,-18,-0.064734295,0.005146263,0.16525227
-20,-14,-18,0.007248708,-0.002329766,0.16515556
-18,-14,-18,0.00309225,-0.002126978,0.16656771
-16,-14,-18,-0.001283343,-0.001941237,0.16798873
-14,-14,-18,-0.00542456,-0.001637225,0.169172
-12,-14,-18,-0.009217522,-0.001388024,0.17003126
-10,-14,-18,-0.012717661,-0.001225746,0.17057659
-8,-14,-18,-0.01605498,-0.000801112,0.1709026
-6,-14,-18,-0.019416025,-0.000342437,0.17124201
-4,-14,-18,-0.022595797,2.30E-05,0.17149037
-2,-14,-18,-0.025540616,4.46E-05,0.1716071
0,-14,-18,-0.028478287,-0.000120544,0.17164268
2,-14,-18,-0.031422846,-0.000302375,0.17165555
4,-14,-18,-0.03438982,-0.000561545,0.17165102
6,-14,-18,-0.037290514,-0.000748796,0.17163329
8,-14,-18,-0.040003914,-0.000619621,0.17154816
10,-14,-18,-0.042716634,-0.00036106,0.17136696
12,-14,-18,-0.045388207,-0.000108814,0.17116745
14,-14,-18,-0.0474193,4.72E-05,0.1708641
16,-14,-18,-0.04933994,0.000156947,0.17053525
18,-14,-18,-0.05128547,0.000360638,0.17013595
20,-14,-18,-0.053151123,0.000472403,0.16961397
22,-14,-18,-0.05497712,0.000495963,0.16901441
24,-14,-18,-0.05676294,0.000361048,0.1686095
26,-14,-18,-0.05821583,0.000500211,0.1683929
28,-14,-18,-0.05950885,0.000590756,0.16826257
30,-14,-18,-0.060792096,0.00069151,0.16813006
32,-14,-18,-0.062003028,0.000744867,0.1678936
34,-14,-18,-0.06317394,0.00077711,0.16742884
-20,-12,-18,0.009399605,-0.006512335,0.16583247
-18,-12,-18,0.005295456,-0.006320162,0.16730526
-16,-12,-18,0.000969633,-0.006084912,0.16871814
-14,-12,-18,-0.003106115,-0.005765397,0.16998042
-12,-12,-18,-0.007120831,-0.005302153,0.17095663
-10,-12,-18,-0.010807928,-0.005063023,0.17159796
-8,-12,-18,-0.014060701,-0.004775507,0.17196961
-6,-12,-18,-0.017370986,-0.00433163,0.17235054
-4,-12,-18,-0.020737806,-0.00406548,0.17277572
-2,-12,-18,-0.023775322,-0.004051182,0.1729903
0,-12,-18,-0.026721021,-0.004200026,0.17310259
2,-12,-18,-0.029707039,-0.004478219,0.17317946
4,-12,-18,-0.032772318,-0.004744161,0.17319688
6,-12,-18,-0.035581574,-0.00480178,0.17315596
8,-12,-18,-0.03827272,-0.004729346,0.17309411
10,-12,-18,-0.040968128,-0.004516797,0.17293242
12,-12,-18,-0.043580662,-0.004255608,0.17271057
14,-12,-18,-0.04573225,-0.004048589,0.1724347
16,-12,-18,-0.04765279,-0.003940696,0.17210692
18,-12,-18,-0.049574167,-0.003835914,0.17177731
20,-12,-18,-0.051497445,-0.003875835,0.17135441
22,-12,-18,-0.053299088,-0.003962395,0.17102525
24,-12,-18,-0.055069078,-0.004071402,0.1706756
26,-12,-18,-0.05640871,-0.003955004,0.17057514
28,-12,-18,-0.05772519,-0.003853532,0.17048119
30,-12,-18,-0.059041653,-0.003752053,0.17038725
32,-12,-18,-0.06034508,-0.003624952,0.1700138
34,-12,-18,-0.061516292,-0.003592855,0.16954939
-20,-10,-18,0.011208421,-0.009899417,0.16631475
-18,-10,-18,0.00724873,-0.009883476,0.16783763
-16,-10,-18,0.003169438,-0.009831674,0.16932537
-14,-10,-18,-0.000853307,-0.009686962,0.1706269
-12,-10,-18,-0.004761697,-0.009348476,0.17172182
-10,-10,-18,-0.008885728,-0.009046218,0.17250594
-8,-10,-18,-0.012215802,-0.008803298,0.17287385
-6,-10,-18,-0.015476873,-0.008749075,0.17336722
-4,-10,-18,-0.01882199,-0.008575263,0.17382136
-2,-10,-18,-0.022040848,-0.00839271,0.1740914
0,-10,-18,-0.025009003,-0.00838526,0.17426479
2,-10,-18,-0.028075233,-0.008561915,0.1744355
4,-10,-18,-0.031162271,-0.008856998,0.17455207
6,-10,-18,-0.03384615,-0.008755162,0.17454213
8,-10,-18,-0.036530837,-0.008647891,0.17450337
10,-10,-18,-0.039225034,-0.008511699,0.174402
12,-10,-18,-0.041781075,-0.008260543,0.17417194
14,-10,-18,-0.043944493,-0.00804845,0.17389874
16,-10,-18,-0.04597373,-0.007893922,0.17359538
18,-10,-18,-0.047923304,-0.007893588,0.17320411
20,-10,-18,-0.049869087,-0.008015981,0.17285633
22,-10,-18,-0.051550757,-0.008124167,0.1726216
24,-10,-18,-0.053171474,-0.008316365,0.17246847
26,-10,-18,-0.054501943,-0.008184632,0.17245202
28,-10,-18,-0.055819027,-0.008031971,0.17234011
30,-10,-18,-0.057182565,-0.007824587,0.1720644
32,-10,-18,-0.0585851,-0.007572874,0.17162502
34,-10,-18,-0.059850276,-0.007415921,0.17114645
-20,-8,-18,0.012957609,-0.012747424,0.16659889
-18,-8,-18,0.008993003,-0.012820019,0.16817977
-16,-8,-18,0.005051115,-0.012871612,0.1697442
-14,-8,-18,0.00112662,-0.012973751,0.17114101
-12,-8,-18,-0.002654492,-0.012800165,0.17240687
-10,-8,-18,-0.006787787,-0.012713412,0.17326497
-8,-8,-18,-0.010565983,-0.012708887,0.17387974
-6,-8,-18,-0.013806422,-0.012715415,0.17436326
-4,-8,-18,-0.017064877,-0.012869052,0.1746836
-2,-8,-18,-0.020349624,-0.012999198,0.174984
0,-8,-18,-0.02342023,-0.012976619,0.17518926
2,-8,-18,-0.026512768,-0.012943627,0.17539632
4,-8,-18,-0.02946811,-0.012865363,0.17555253
6,-8,-18,-0.032157477,-0.012675366,0.1756164
8,-8,-18,-0.034815375,-0.012487625,0.17566592
10,-8,-18,-0.037483446,-0.012340568,0.17568524
12,-8,-18,-0.039969943,-0.012219386,0.1755946
14,-8,-18,-0.04214542,-0.012027414,0.17534335
16,-8,-18,-0.04432639,-0.011798927,0.17497934
18,-8,-18,-0.04625135,-0.011747137,0.1745126
20,-8,-18,-0.04812445,-0.011852095,0.17422812
22,-8,-18,-0.049841147,-0.011983165,0.1740182
